category,location,lat,lng,img
emergency_bell,공원관리-성내3동-001,37.53131,127.13493000000001,
emergency_bell,방범-성내3동-005,37.531420000000004,127.13516000000001,
emergency_bell,방범-성내3동-006,37.53076,127.13436000000002,
emergency_bell,방범-성내2동-029,37.53137,127.13151,
emergency_bell,방범-성내2동-024,37.530440000000006,127.13105,
emergency_bell,방범-성내3동-032,37.5301,127.13618000000001,
emergency_bell,방범-성내3동-007,37.52975,127.13542,
emergency_bell,방범-성내3동-008,37.52924,127.13237,
emergency_bell,스쿨존-성내3동-001,37.529270000000004,127.13157,
emergency_bell,스쿨존-성내3동-005,37.52839,127.13108000000001,
emergency_bell,공원관리-성내3동-003,37.5283,127.13293999999999,
emergency_bell,스쿨존-암사2동-009,37.55041,127.12513,
emergency_bell,방범-암사2동-007,37.55044,127.12648999999999,
emergency_bell,방범-암사2동-013,37.548,127.12659,
emergency_bell,방범-천호1동-032,37.5484,127.14112,
emergency_bell,방범-천호1동-030,37.54725,127.14111000000001,
emergency_bell,방범-천호1동-049,37.548140000000004,127.14185,
emergency_bell,방범-천호1동-007,37.54692,127.14258000000001,
emergency_bell,방범-천호1동-008,37.54691,127.14203,
emergency_bell,방범-천호1동-009,37.54658,127.14043999999998,
emergency_bell,방범-천호1동-011,37.5476,127.13845,
emergency_bell,방범-천호1동-010,37.546859999999995,127.13945,
emergency_bell,스쿨존-천호1동-009,37.5447,127.14022,
emergency_bell,방범-천호1동-064,37.54614,127.14291000000001,
emergency_bell,방범-천호1동-036,37.54552,127.14065,
emergency_bell,방범-천호1동-051,37.54507,127.14249,
emergency_bell,방범-천호1동-056,37.5444,127.13858,
emergency_bell,공원관리-천호1동-002,37.54446,127.14005,
emergency_bell,방범-천호1동-029,37.54384,127.13935,
emergency_bell,방범-천호1동-043,37.543690000000005,127.13996999999999,
emergency_bell,스쿨존-천호1동-011,37.54253,127.14096,
emergency_bell,방범-천호3동-012,37.541740000000004,127.1393,
emergency_bell,방범-천호1동-024,37.54153,127.14057,
emergency_bell,스쿨존-천호3동-001,37.542429999999996,127.1378,
emergency_bell,스쿨존-천호3동-002,37.54306,127.13813,
emergency_bell,스쿨존-천호3동-005,37.54121,127.1389,
emergency_bell,방범-천호1동-053,37.54484,127.13678999999999,
emergency_bell,방범-천호1동-050,37.54537,127.13743000000001,
emergency_bell,방범-천호1동-055,37.54526,127.13826999999999,
emergency_bell,방범-천호1동-026,37.54502,127.13701999999999,
