Title,Singer,Song_ID,Release_Date,Like_Count,lyrics,Album,Genre
Persona,세컨드 라이프,36141595,2023.02.14,737,"하나 둘 셋 조금은 낯설은 나야
One Two Three 놀라지는 마
you don’t know my Secret
기다린 이 순간
내 모습을 봐
love me like you do
아름다운 밤
꿈꿔왔던 오늘 지금 맘을 열어
이 밤이 가도 all day all night
놀라지 마
I show you be love
I living for love
이대로 멈춘 시간 속
너와 함께 해
보여줄게 네게 숨겨둔 비밀
아무도 모르는 둘 만의 쉿
새로운 세상에
우리의 별들로 (Talk Talk!)
나와 너 사이의
시간이 멈춘듯 (Tic Toc!)
또다시 피어날
눈부시게 빛날
영원을 노래해
one and only ma love
(Persona)
네 눈에 입 맞춰
그 속에 날 감춰
(My Persona)
이대로 멈춰
Show me wait for love
Tell me say so tonight (tonight)
날 꿈꾸게 해줄 Midnight (너와)
you don’t know my Secret
기다린 이 순간
내 모습을 봐
I show you be love
I living for love
이대로 멈춘 시간 속
너와 함께 해
보여줄게 네게 숨겨둔 비밀
아무도 모르는 둘만의 쉿
새로운 세상에
우리의 별들로 (Talk Talk!)
나와 너 사이의
시간이 멈춘 듯 (Tic Toc!)
또다시 피어날
눈부시게 빛날
영원을 노래해
one and only ma love
점점 더 빠져드는
멈춰버린 시간 속
둘만의 바다를 헤엄쳐
이대로 영원히
달빛 가득한
한순간의 꿈
이 밤이 가도
너를 기억해
밤을 담고서
맘껏 춤을 춰
어둠이 가면
널 데려가줄 Tonight
새로운 세상에
우리의 별들로(Talk Talk!)
나와 너 사이의
시간이 멈춘듯(Tic Toc!)
또다시 피어날
눈부시게 빛날
영원을 노래해
One and only ma love
새로운 세상에(Talk Talk!)
우리의 별들로
나와 너 사이의
시간이 멈춘듯(Tic Toc!)
또다시 피어날
눈부시게 빛날
영원을 노래해
forever in my heart",Persona,댄스
고래 파티 (영어),꼬꼬스토이,36136234,2023.02.14,6,"Hump hump hump mommy whale
Hump hump hump daddy whale
Hump hump hump baby whale
Humpback whales
S-S-S mommy whale
S-S-S daddy whale
S-S-S baby whale
Sperm whales
Lalalalala
Let's go to the sea
Let's go to the sea and see the whales
Lalalalala
Let's go to the sea
Everyone goes to see the whales
O-O-O mommy whale
O-O-O daddy whale
O-O-O baby whale
Orcas
G-G-G mommy whale
G-G-G daddy whale
G-G-G baby whale
Gray whales
Lalalalala
Arrived at the sea
Arrived at the sea to see the whales
Lalalalala
Arrived at the sea
We are here to see the amazing whales
Bel-Bel-Bel mommy whale
Bel-Bel-Bel daddy whale
Bel-Bel-Bel baby whale
Belugas
Nar-Nar-Nar mommy whale
Nar-Nar-Nar daddy whale
Nar-Nar-Nar baby whale
Narwhals
Lalalalala
Let's sing a song
Let's sing a song and see the whales
Lalalalala
Let's whales dance
Let's whales dance and see the whales
Bul-Bul-Bul mommy whale
Bul-Bul-Bul daddy whale
Bul-Bul-Bul baby whale
Blue whales
Bow-Bow-Bow mommy whale
Bow-Bow-Bow daddy whale
Bow-Bow-Bow baby whale
Bowhead whales
Why are you just sitting there?
Let's sing the whales song together
Why are you just standing here?
Let's dance the whales dance together
Sing sing sing sing together
Dance dance dance dance together
Let's shout together the whales party
Sing sing sing sing together
Dance dance dance dance together
Let's shout together the whales party
Let's shout together the whales party",꼬꼬스토이 4th (영어),댄스
My Story Yesterday,트러스트(Trust),36117366,2023.02.14,1,,My Story Yesterday,댄스
Killer,키 (KEY),36139862,2023.02.13,8701,"Stop haunting
어딜 가도 내 온몸을
에워싸는
너의 잔상들이
Surrounding
너로 만든 탈출 못 할
감옥같이
나를 가둬 놓지
어둠 속
깊어진 꿈에 달아나도
Like a ghost
넌 날 찾아와
두 손 뻗어서
잡은 너의 손 끝에
Promise you won’t regret
Promise you won’t forget
I’m the killer (Killer)
잔인했던 이별에
Pull the trigger (Trigger)
네 심장을 부셨던 난
Like a thriller (Thriller)
재가 된 감정이 다
선명히 되살아나
Yeah yeah yeah
비극은
희극과 닮은 모습을 한 채로
다가오지
나를 비웃듯이
이제야 보여
Innocent eyes
내가 내 맘에 속아
저질렀던 Crime
어느덧
또다시 나를 탓하듯이
다가온
너를 바라봐
까만 두 눈 속
비친 너의 눈물에
Promise you won’t regret
Promise you won’t forget
I’m the killer (Killer)
잔인했던 이별에
Pull the trigger (Trigger)
네 심장을 부셨던 난
Like a thriller (Thriller)
재가 된 감정이 다
선명히 되살아나
Yeah yeah yeah
기억 속을 헤매면
너를 찾을지 몰라
Let’s prove it
Tonight tonight
네 잔상을 껴안아
숨을 불어 줄 테니
Let’s do it
Tonight tonight
Now I know
이쯤 해 놓아줄게
Promise you won’t regret
Promise you won’t forget
I’m the killer (Killer)
지독했던 이별에
Pull the trigger (Trigger)
내 심장을 부셨던 난
Like a thriller (Thriller)
덮쳐오는 후회가
미칠 듯 난 겁이 나
Yeah yeah yeah
I’m the killer (Killer)
Killer (Killer)
Thriller (Thriller)
Thriller (Thriller)
I’m the killer (Killer)
Killer (Killer)
Thriller (Thriller)
Yeah yeah yeah",Killer - The 2nd Album Repackage,댄스
Rising,tripleS (트리플에스),36137552,2023.02.13,27208,"알아 너의 마음
나를 보고 웃는
앞에서는 오직 박수 세례
그 뒤엔 위선 뿐
I See You Lying Me
질투 섞인 걱정 따윈 Stop It Now
세상에서 정해준 Route I Don’t Mind
춤에 리듬 맡긴 채
나를 믿어볼 순간
Woo Rising
이제 일어서서 고개들고 Fight It
흔들려도 피어나는 꽃 드러내
What I’m Feeling
Woo Rising 이제 본질 속에
진주처럼 Like It
반짝이는 나를 향해 Try
세상에 One And Only Baby
Just 꿈이 아닌 현실의 Dejavu
단단해져 고난은 Make It True
Just 꿈에서 본 내 모습 Dejavu
고통이 지나고 달라진 Make It Move
비바람 좀 더 세게 더 강해질 내게 바래
날 믿어 Just Let Me
I Can Make It Raise It Recover It Now
자신있게 걷는 걸음 걸이
벌써 따라잡은 꿈의 거리
One Day 이루리라
Today 다르리라
나만 믿으리란 다짐
관심없어 네게 신경 쓰지 않아
마치 친구처럼 Acting 하고
Reaction 해 But
I See You Lying Me
Just 꿈이 아닌 현실의 Dejavu
단단해져 고난은 Make It True
Just 꿈에서 본 내 모습 Dejavu
고통이 지나고 달라진 Make It Move
비바람 좀 더 세게 더 강해질 내게 바래
날 믿어 Just Let Me
And I Never Let Dream Go
Just 꿈이 아닌 현실의 Dejavu
단단해져 고난은 Make It True
Just 꿈에서 본 내 모습 Dejavu
고통이 지나고 달라진 Make It Move
비바람 좀 더 세게 더 강해질 내게 바래
날 믿어 Just Let Me
And I Never Let Dream Go
Always Closer
빨리 따라와
You Just Follow
La-La-La-La",ASSEMBLE,댄스
걸음이 느린 아이,이성현,36136215,2023.02.13,4,"너무 빠른 거 같아
이 세상이
조금 천천히 갈 순 없을까
조금 느리더라도
한 걸음씩 걸어갈래
언젠간 그곳에
도착할 테니
뒤처지고 넘어져도 괜찮아
내가 손잡아 줄게 함께 가자 우리
걸음이 느린 아이는
천천히 걷는 법을 배워
한 걸음씩 전진해
조금 천천히 걷더라도
주위를 돌아보면서
그렇게 걸어보자 날 믿어봐
아직 이 세상에는
모르는 게 너무 많아
서로서로 도우며
살 순 없을까?
뒤처지고 눈물 흘려도 괜찮아
내가 함께해 줄게 함께 가자 우리
걸음이 느린 아이는
천천히 걷는 법을 배워
한 걸음씩 전진해
조금 천천히 걷더라도
주위를 돌아보면서
그렇게 걸어보자 날 믿어봐
걸음이 느린 아이는
어느덧 정상에 도착해
웃으며 우릴 반겨줘
우리 모두 행복해
지금부터라도
함께 해보자
그렇게 살다 보면 우리
모두 행복해질 거야
주위를 돌아보면서
그렇게 살아가자 날 믿어봐",WE,댄스
Dalsegno,수,36134387,2023.02.13,1,"달이 서면 넌 내 눈앞에
나타나 늘 나와 함께 있어
늘 함께 있어
잊으려고 하는들 것과
기억하고싶어 하는 것들
사이에 스며드는 것들
Can get your… (huh)
거의 다왔어 알고있잖아
널 데려오기 위한 것들
너는 알고 있잖아
왜 계속 모른척해
왜 계속 모른척해
If you don’t wanna….?
I really quirious
I really quirious yeah
넌 대체 뭐를 원해
난 네게 줄게없는데
아픔을 잊으라하면서
되려 날 아프게 하잖아
도망치고 싶어 난
그만 잊어버릴래 그냥
Can’t get your…(huh)
달이 서면 넌 내 눈앞에
나타나 늘 나와 함께 있어
늘 함께 있어
잊으려고 하는들 것과
기억하고싶어 하는 것들
사이에 스며드는 것들
Can get your… (huh)
너의 옆에는 내가 있잖아
널 이해하기 위한 것들
너는 알고 있잖아
왜 계속 모른척해
왜 계속 모른척해
If you don’t wanna….?
I really sirious
I really sirious yeah
난 너의 진심을 원해
난 네게 줄게 많은데
아프지 않기 위해서는
마주해야할 필요가 있어
도망치지 말아줘
제발 잊어버리지 말아
Can get your mind
나도 알아 달이 서면
잊혀진 기억들이 되돌아 온다는걸
Already you know
달이 서면 넌 내 눈앞에
나타나 늘 나와 함께 있어
늘 함께 있어
잊으려고 하는들 것과
기억하고싶어 하는 것들
사이에 스며드는 것들
Can get your… (huh)",달세뇨,댄스
Unholy,AMOS1,36133668,2023.02.12,1,,Unholy,댄스
Good Days,SSame (쎄임),36133667,2023.02.11,0,,Good Days,댄스
걸어가,윤솔 (Yoonsol),36131298,2023.02.11,40,"are you okay?
왜 울고 있어
작은 소녀야
누가 너를 울렸을까
무슨 고민 하고 있니
내게만 말해줘
너의 비밀 내가 지켜줄게
고집은 어찌 센지
아무 말도 하지 않고
다시 힘차게 걸어가는 널 보니
안심이 돼
아플 걸 알면서도 넌
또 앞을 걸어가
언제나 달콤한 말만 들을 순 없잖아
걸었다 뛰기도 하고 또 숨을 고르며
또다시 again&again
힘차게 걸어가
보여, 너의 가슴속이 뻥 뚫려있는 게
보여, 너의 뺨 위로는
뜨거운 눈물 흐르는데
아프니까 청춘이란 말은
전혀 위로가 안돼
그 누구도 널 치유할 순 없는걸
고집은 어찌 센지
괜찮냐고 물어봐도
그저 덤덤히 걸어가는 널 보니
안심이 돼
아플 걸 알면서도 넌
또 앞을 걸어가
언제나 달콤한 말만 들을 순 없잖아
걸었다 뛰기도 하고 또 숨을 고르며
또다시 again&again
힘차게 걸어가
괜찮아? 괜찮아 (사실 괜찮지 않아 난)
괜찮아? 괜찮아 (사실 괜찮지 않아 난)
괜찮아? 괜찮아 (사실 그럼에도 넌)
괜찮아? 괜찮아 (다 잘 될 거야 넌)
oh happy day
꽃잎들이 휘날려
oh happy day
모두 너를 축복해 줘
oh happy day
얼마나 기쁜 일이야
so happy day so happy day yeah
아플 걸 알면서도 넌
또 앞을 걸어가
언제나 달콤한 말만 들을 순 없잖아
걸었다 뛰기도 하고 또 숨을 고르며
또다시 again&again
힘차게 걸어가",걸어가,"댄스, 인디음악"
Holiday (Feat. 김윤재),Musist,36134567,2023.02.10,2,"카페 구석에 앉아
멍하니 밖을 보니
유난히 밝은 햇살이
나에게 온다
오랜만에 찾아온
한가로운 일상이
어색한 듯이 익숙한
커피향에 취해 간다
어쩌다 찾아온 holiday
내게 누군가 말을 걸어 준다면
웃으며 인사해 hello hi 밝게
혼자란 시간이 길어진 오후에도
나는 누군가를 갈망해
집중을 하고 싶어
외론 떠도는 맘
네 맘을 잡고 싶어 wah
커피가 식어가고
향기가 날아가도
해가 저물 때쯤에도
내 옆에 있어줘
운명을 믿고 싶어
갑작스레 찾아온
설레이는 누군가가
다가와 주길 꿈꿔
어쩌다 찾아온 holiday
내게 누군가 말을 걸어 준다면
웃으며 인사해 hello hi 밝게
혼자란 시간이 길어진 오후에도
나는 누굴 갈 갈망해
집중을 하고 싶어
외론 떠도는 맘
네 맘을 잡고 싶어 wah",Holiday,댄스
Dubi dubi dum dum (더비더비 덤덤),클레어 (Clair),36131428,2023.02.10,8,"많이 피곤해 보여 (후) 속상해
왜 이리 지쳐 보여 (맘)이 아파
너무 힘들면 조금 쉬어가면 돼
언제나 네 옆에 내가 있으니
아주 잘하고 있어 넌 멋쟁이
언젠간 빛날 거야 every moment
너의 자리에 내가 아주 조금은
의미가 되고 싶어
(shall we get started)
더비더비더비 덤덤
더비더비더비 덤덤
난 너의 비타민이 되어줄게
더비더비더비 덤덤
더비더비더비 덤덤
오늘도 하루 종일
so that i can smile
터벅터벅 걸어가는 발걸음
축 처진 어깨 위엔 a lot of stress
아무 생각 마 아무것도 하지 마
그냥 하고 싶은 데로 하면 돼
뭘 그리 다 이루지 않아도 돼
지금 이 순간을 넌 소중하게
맘이 가는 데로 끌리는 데로
힘차게 날아올라
(Shall we get started)
더비더비더비 덤덤
더비더비더비 덤덤
난 너의 비타민이 되어줄게
더비더비더비 덤덤
더비더비더비 덤덤
오늘도 하루 종일
so that i can smile
넌 나의 destiny
난 너의 lovely
우리는 떨어질 수 없는 사이
We are still so young
꿈꾸는 데로
모두 다 이뤄질걸
lets keep going together
(우리 계속 함께 가자)
더비더비더비 덤덤
더비더비더비 덤덤
난 너의 비타민이 되어줄게
더비더비더비 덤덤
더비더비더비 덤덤
오늘도 하루 종일
so that i can smile",Dubi dubi dum dum (더비더비 덤덤),댄스
Last Queen (feat. Smew),지니유 (Genie You),36129300,2023.02.10,14,"Wake up feeling stronger
Each and every day
Feel the power ที่ไม่เคยรู้สึกมาก่อน
Came from the bottom to this ground
Know you’ll hardly believe it
but ill just show you that it's my ground
(You think)
“Hey now” typa girl
Not the “Oh sorry” quiet girl
You won't dare to look at me and laugh
(But hey)
Snap out now, little boy
you're a no-win to me swirl
Back and look what I broke through
You've got to learn
Cuz I'm gonna be the last queen, gonna be the last queen
No matter what you say
No one can stop me from ever going up
(Mm mm hmm)
Yeah , I'm gonna be that last queen
Yeah I see ya’ll climbing up but
You ain't getting this crown no
(Mm mm hmm)
La-st queen (Last queen)
The one and only strong last queen
Last queen (yeah x4)
Last queen (Last queen)
The one and only strong last queen
La-st queen (yeah x4)
Lay down the red carpet, I’m the one to walk thru
Get out my way, this ma throne ไม่เชื่อก็ลองดู
Can’t feel all your energy
Don’t think ur my enemy
Up here saying Hallelujah
Where are you ไม่อยากจะคอย
Against me, you’ll be paranoid ya
Crown on lemme hear some noise ya
네들이 뭐라하든
I will still go on my way
내가 원하는 정상까지, won't look away
뒤돌아보지 않고 올라가 위에서 한계를 도달할 때까지
will never ever ever stop
I’m the only one to reach the end มองดูที่แสงสิ
If u wanna stop me ลืมไปเลย you’ll never past it
Under the mask is the queen
ไม่เห็นต้อง ask, you know I’ll be the last…
Cuz I'm gonna be the last queen, gonna be the last queen
No matter what you say
No one can stop me from ever growing up
Mm mm hmm
Yeah, I'm gonna be that last queen
Yeah I see ya’ll climbing up but (ha ha)
You ain't getting this crown no (never gettin the crown, you never gettin the crown x2)
Last queen (yeah)
The one and only strong last queen (I'm the last queen)
Last queen wo (yeah x4)
(I’m the last queen)
Last queen Last queen
The one and only strong last queen
Last queen wo oh oh oh oh (yeah x4)
(wo oh oh oh oh)",Last Queen,댄스
지하철 도난 사건,휴복,36127231,2023.02.10,122,"시간은 지나 해는 저물어
감정은 어둠 속에 묻혀버렸어
흑백 가득한 도시를 거닐며
마지막 열차를 기다리고 있어
달이 뜨고 별이 올라
온 세상이 물들어가
어렴풋이 바라본 날
온 세상이 부정하고 있는 거야
마지막 열차가 도착했단 알림이 왔어
사람들의 찾을 수 없는 흔적만이
목적지도 종점도 정하지 않고
그저 달리는 열차에
몸을 실어 버린 거야
Tell me the answer
to living in the world
어느새 너무 멀리 까지 와버린 거야
But time doesn’t stop for me
내겐 너무 어려운 인생이란
과제의 반복인걸
잠든 세월이 야속하기도 해
부정한 순간들은 끊임없지
옳고 그른 건 선 하나 차이라
제멋대로 움직이는 인형들
굴러가는 바퀴들에
온 세상이 돌아가고
어렴풋이 보이는 저
빛을 따라 어느새 같이
달리고 있는 거야
마지막 열차가 도착했단 알림이 왔어
사람들의 찾을 수 없는 흔적만이
목적지도 종점도 정하지 않고
그저 달리는 열차에
몸을 실어 버린 거야
한 번뿐인 열차가 벌써 출발해 버렸어
이미 고장 나버린 신호장치 만이
목적지도 종점도 모르는 채로
그저 달리는 열차에 몸을 맡겨 버린 거야
Tell me the answer
to living in the world
시작조차도 하지 말았어야 했나 봐
But time doesn’t stop for me
내가 너무 바라는 인생이란
과제의 완성인걸",지하철 도난 사건,댄스
돼지봐,이백길,36120309,2023.02.10,2,"어떻게 하지 과연 그게 될까
하루종일 고민해봐도
안하면 꽝 생각만하면 꽝
바로 지금 움직여다오 롸잇나우
안되면 어쩌지 정말 그게 될까
며칠밤을 고민해봐도
안하면 꽝 생각만하면 꽝
바로 지금 움직여다오 롸잇나우
간절히 바라면 간절히 노력하면
간절히 움직이면 모든건
간절히 바라면 간절히 노력하면
간절히 움직이면 모든건
돼지 돼지 돼지 돼지 봐
뭘해야 하지 과연 그게 될까
하루종일 고민해봐도
안하면 꽝 생각만하면 꽝
바로 지금 움직여다오 롸잇나우
망하면 어쩌지 정말 그게 될까
며칠밤을 고민해봐도
안하면 꽝 생각만하면 꽝
바로 지금 움직여다오 롸잇나우
간절히 바라면 간절히 노력하면
간절히 움직이면 모든건
간절히 바라면 간절히 노력하면
간절히 움직이면 모든건
돼지 돼지 돼지 돼지 봐
간절히 바라면 간절히 노력하면
간절히 움직이면 모든건
간절히 바라면 간절히 노력하면
간절히 움직이면 모든건
돼지 돼지 돼지 돼지 봐",돼지봐,댄스
Lovey Dovey,태일 (TAEIL),36120028,2023.02.09,5279,"언제부터 였을까 더 깊어진 너의 향기
피어나는 꽃처럼 넌 자연스럽게 퍼져갔어
내 얼어붙은 손을 따듯하게 잡아줘
꾹 닫혀있던 맘을 다시 한번 열어줘
까만 밤 하늘에 반짝이는
때마침 불어오는 별과 바람
우리 Lovey Dovey
멈췄던 내 가슴에 숨을 더 불어넣은
그게 바로 너야
Lovey Dovey
Baby love, Make you feel my love
왜 이제서야 알아봤나요
Baby love, Make you feel my love
영원히 놓지 않아요
아이처럼 굴지마 내 가슴을 다그쳐도
분 단위로 바뀌는 이 기분은 뭐야
미치겠어
또 다른 나의 모습 너로 인해 찾았어
내 그대로의 모습 이제서야 알았어
까만 밤 하늘에 반짝이는
때마침 불어오는 별과 바람
우리 Lovey Dovey
멈췄던 내 가슴에 숨을 더 불어넣은
그게 바로 너야
Lovey Dovey
Baby love, Make you feel my love
왜 이제서야 알아봤나요
Baby love, Make you feel my love
영원히 놓지 않아요
날 반 쯤 미치게해
대체 뭐야 이 느낌
널 닮은 날 보게돼
꿈꿔왔던 Perfect dream
눈앞에 펼쳐진 문을 열어
널 향해 발을 디뎌 오늘부터
우리 Lovey Dovey
멈췄던 내 가슴에 숨을 더 불어넣은
그게 바로 너야
Lovey Dovey
Baby love, Make you feel my love
왜 이제서야 알아봤나요
Baby love, Make you feel my love
영원히 놓지 않아요",연애대전 OST Part 2,"댄스, 국내드라마"
In The Novel (HypeerTime Remix),민니 ((여자)아이들),36120032,2023.02.09,1285,"Baby tell me the truth
Do you really mean it? Say it again
I think you’re lying
Oh my gosh, you confuse me like hell
Don’t fake your mind
You don’t have to lie
You know I want you, I only want you
Can you see me crying
I can’t save myself
이제 뭐든 상관없듯 빠져가는데
Even if I die
We are meant to be
모든 게 내 착각이 만들어낸
얘기일 뿐이야
You are my gravity
Cause you’re my gravity
You are my gravity
춤을 추듯 스친 손끝에
다 채워진, you shine like a moonlight
Baby what should I do
Why do I have these things in my head.
We are denying
All our feelings but we’re here again
Don’t fake your mind
You don’t have to lie
You know I want you, I only want you
Can you see me crying
I can’t save myself
이제 뭐든 상관없듯 빠져가는데
Even if I die
We are meant to be
모든 게 내 착각이 만들어낸
얘기일 뿐이야
You are my gravity
Cause you’re my gravity
You are my gravity
춤을 추듯 스친 손끝에
다 채워진, you shine like a moonlight
이유 없이 멀어져 가
바보 같은 전개일 뿐이야
When the story ends
Let the truth remain
You are my gravity
Cause you’re my gravity
You are my gravity
춤을 추듯 스친 손끝에
다 채워진, you shine like a moonlight",모든 게 착각이었다 OST Remix,"댄스, 애니메이션/웹툰"
Dream,레드민트,36120235,2023.02.09,6,"아주 바삐
바삐 걸어도
내가 널 붙잡긴 버거워
너무 멀어
너가 있는 곳은
마치
마치 영화 속 주인공들처럼
영원할 수는 없을까
난 결국 또 슬픈 결말
난 성격이 급해
널 확인해야 겠어
I'm feeling so bad
어제 오늘도 내일도
꿈에서라도 너와 함께하고 싶어
I want you so bad
I need you so bad
멈춰줘 잠깐만
원해 너 하나만
바라만 보는 이런
내가 바보 같겠지만
어서 가져 날
come come take my mind
의심하지마
너도 날 원하듯이 다가와
you're my dream
you're my love
소나기 같이 넌 날 적시고 떠나
손에 잡히지 않는 dream
you're my dream
you're my love
널 가지고 싶어
너여야만 해
넌 날 꿈꾸게 하는 dream
너의 꿈을 꿔 everyday
잠을 못 잔 날은 예민해
어두운 새벽이 깨질 때까지
뜬눈으로 침대 위에
이불 속에 파묻혀
널 만나러가
참 웃겨
이게 도대체 현실인지 아닌지 헷갈려
이건 위기야 위기
위험해
우린 미흡해
친구들은 내가 실없대
있고 싶어 난 네 옆에
so you can have me
I'll be your thang
나만의 피터팬
난 너의 웬디
영화 속 우리는 매 씬이 NG
이 스토리는 어두컴컴
Imma wait until the sun comes up
난 성격이 급해
널 확인해야 겠어
I'm feeling so bad
어제 오늘도 내일도
꿈에서라도 너와 함께하고 싶어
I want you so bad
I need you so bad
멈춰줘 잠깐만
원해 너 하나만
바라만 보는 이런
내가 바보 같겠지만
어서 가져 날
come come take my mind
의심하지마
너도 날 원하듯이 다가와
you're my dream
you're my love
소나기 같이 넌 날 적시고 떠나
손에 잡히지 않는 dream
you're my dream
you're my love
널 가지고 싶어
너여야만 해
넌 날 꿈꾸게 하는 dream
넌 날 꿈꾸게 하는 dream",Dream,댄스
아프로디테,ARTBEAT v,36120341,2023.02.08,308,"You’d better know that
끊임없는 변덕스러움
내 맘대로 뛰어놀아 그게 바로 나
매혹적인 그림자로만
날 넘겨 짚지마 My mind
희열과 욕망이 뒤섞인 World
저주도 축복도 It’s up to me, huh
넘보지마 내 사랑의 권리
Love and beauty
The goddess, I’m the goddess
간절히 Pray to me
내가 들어줄 테니
소원해봐 Hurry
갈망해봐 권한은 오직 My duty
에에이 No other option just me
에에이 You need
the love and beauty
Can’t you see my 케스토스 히마스
신성한 유혹
Don’t you wanna test me
손끝으로 Rule the world
손끝으로,
손끝으로 Rule the world
손끝으로 온 세상을 지배해
빛나라 정결한 아름다움과
견뎌라 역설의 비극과 눈물
Love and the beauty
Love and the beauty
케스토스 히마스, Hit it
손끝으로 Rule the world
It’s not fair game
Winner takes all
이긴 자가 모든 것을 Take it
너 불평할거라면 시도조차 Stop it
견딜 수 있는가 이 무게를 이 모험을
믿어봐Believe in me
봄을 속삭일 테니
꽃을피워 Blooming
찬양해봐 허락은 오직 My duty
에에이 No other option just me
에에이 You need the love and beauty
Can’t you see my 케스토스 히마스
신성한 유혹
손끝으로 Rule the world
손끝으로, 손끝으로 Rule the world
손끝으로 온 세상을 지배해
빛나라 정결한 아름다움과
견뎌라 역설의 비극과 눈물
Love and the beauty
Love and the beauty
케스토스 히마스, Hit it
손끝으로 Rule the world
날 봐 이 고결하고 단 하나뿐인
나를 넌 오롯이 꺼낼 수 있을까
화려함 속에 갇힌 나의 모습
이제 깨워 날 너는 눈을 뜰 거야
Love and beauty
Love and beauty
지금 너의 모두를 걸어
손끝으로 Rule the world
손끝으로, 손끝으로 Rule the world
손끝으로 온 세상을 지배해
빛나라 정결한 아름다움과
견뎌라 역설의 비극과 눈물
Love and the beauty
Love and the beauty
케스토스 히마스, Hit it
손끝으로 Rule the world",아프로디테,댄스
HEART DODUMI 2 (하트도두미 2) (Feat. Moon Sujin),Lil Cherry,36116451,2023.02.08,168,"LOVIN THAT WAY YEAH 더 가까이
LOVIN THAT WAY 미끄럼 주의
LOVIN THAT WAY YEAH 더 가까이
LOVIN THAT WAY YOU PUT IT ON ME
I KNOW YOU BEEN THRU ENOUGH
TODAY B COME AND LAY IT DOWN
LOVIN THAT WAY YOU PUT IT ON ME
I KNOW YOU BEEN THRU ENOUGH
TODAY B COME AND LAY IT DOWN
WHO GON BE MY BABY?
어머어머어머 내 뚱이 애기
베비 그런 나의 의지
PLEASE DON'T GET ME STARTED
YEAH, WE'RE THE LIFE OF THE PARTY
AND NOBODY'S INVITED, YEAH
SORRY, WE AIN'T SORRY, YEAH
LOVIN THAT, LOVIN THAT,
LOVIN THAT, LOVIN THAT WAY
SENDING MY LOVE YOUR WAY
SENDING MY LOVE YOUR WAY
SENDING MY LOVE YOUR WAY
""**** it, i put my heart in it,
im left with nothing / i put my all in
and that's how u know it's worth it /
i hate it when im talking business
and u talking nonsense""
더 가까이 와
우리 둘이
오늘 하루는 어땠는지
말해줘 나에게만 만 만
(yeah yeah yeah)
더 가까이 와
우리 둘이
오늘 하루는 어땠는지
말해줘 나에게만 만 만
(yeah yeah yeah)
혼자서도 잘 지내 난 항상
그래도 너와 있을 때만을 기다렸지
너도 날 기다렸니
그랬으면해 여전히
LOVIN THAT WAY YEAH 더 가까이
LOVIN THAT WAY YEAH 더 가까이
LOVIN THAT WAY YOU PUT IT ON ME
I KNOW YOU BEEN THRU ENOUGH
TODAY B COME AND LAY IT DOWN
LOVIN THAT WAY YOU PUT IT ON ME
I KNOW YOU BEEN THRU ENOUGH
TODAY B COME AND LAY IT DOWN
LOVIN THAT WAY YEAH 더 가까이
LOVIN THAT WAY YEAH 더 가까이
LOVIN THAT WAY 미끄럼 주의
LOVIN THAT WAY YEAH 더 가까이
LOVIN THAT WAY
LOVIN THAT WAY
LOVIN THAT WAY
LOVIN THAT WAY
LOVIN THAT WAY YEAH 더 가까이",HEART DODUMI 2 (하트도두미 2),댄스
Sensitive CAT,The Deep,36116358,2023.02.08,36,"only only only
올래 올래 올래
feed me pet me love me
Let me be more than enough
나를 대해줘
my life is a pretty mess
cuz bad guys tryna get ahead. for real
they hate my expressionless face
said it all you don't know me
they ain't even know what i say oh
얻어봐 값진 네 기회
sorry i'm classy. look at my nails
머물러 따스한 내 옆
but i'm busy.
so I don't know when i'll leave you
I'm looking for someone
oh lucky, someone who no cocky
I'm a stray and i'm damn needy
I'm looking for someone
who speaks really softly, no freaky
I'm a stray cat
only only only
올래 올래 올래
feed me pet me love me
Let me be more than enough
나를 대해줘
날 반기는 war
두려워 please stay stay stay
겉보기엔 날카로워 강해보여도
so rude 날 괴롭힌 그 인간이 보여
I don't want you to say my name
알아채줘 내 소중한 꼬리
Look what you made me
내 꼴이 좋아 넌?
you don't know me
they ain't even know what i say oh
얻어봐 값진 내 인생
sorry i'm classy. look at my nails
다가와 따스한 내 옆
but i'm busy.
so I don't know when i'll leave you
I'm looking for someone
oh lucky, someone who no cocky
I'm a stray and i'm damn needy
I'm looking for someone
who speaks really softly, no freaky
I'm a stray cat
only only only
올래 올래 올래
feed me pet me love me
Let me be more than enough
나를 대해줘",Sensitive CAT,댄스
