Title,Singer,Song_ID,Release_Date,Like_Count,lyrics,Album,Genre
스토리,진향,36116825,2023.02.08,33,"동화처럼 꿈꿨지 붉은색 노트 위에
닿지 않을 글자로 다 까맣게
수많은 동그라미 속 은근한 속삭임
오늘은 꼭 빛나기를 애원하는 메시지
어떤 말로 채워볼까 내 모든 글들을
담을 수 있을까
또 무슨 색을 칠해볼까
내 마음의 색깔은 너와 같을까
검은 눈동자 속 가득히 맺힌
나의 간절한 떨림
빨갛게 물들인 내 마음이
미칠 수 있을지 모르겠어
슈루루루루룩 넘어가는 페이지
너와 나의 story It's a love story
스르르르르륵 넘어가는 내 맘을
언제쯤이면 너도 읽어줄까?
샤랄라라 날아가는 별빛에
설레여 흔들린 걸까?
라랄랄라 반짝이는
너를 향한 내 맘 감출 수 없어
어떤 말로 채워봐도 내 모든 글들은
닿을 수 없겠지
또 까맣게 다 덮여버린
네 마음의 색은 보이지 않겠지
검은 눈동자 속 가득히 맺힌
나의 간절한 떨림
빨갛게 물들인 내 마음이
미칠 수 있을지 모르겠어
슈루루루루룩 넘어가는 페이지
너와 나의 story It's a love story
스르르르르륵 넘어가는 내 맘을
언제쯤이면 너도 읽어줄까?
샤랄라라 날아가는 별빛에
설레어 흔들린 걸까?
라랄랄라 반짝이는
너를 향한 내 맘 감출 수 없어
슈루루루루룩 넘어가는 페이지
너와 나의 story It's a love story
스르르르르륵 넘어오는 네 맘을
언제쯤이면 읽을 수 있을까?
샤랄라라 흩날리는 별빛에 물들며
더 멀어질까?
라랄랄라 기다리는 까맣게 타버린
내 맘을 알까?",스토리,"댄스, 인디음악"
오빠는 멋진남자 MR,달맞이꽃,36113353,2023.02.08,1,,오빠는 멋진남자 MR,댄스
파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),36110996,2023.02.06,178993,"파이팅 해야지
파이팅
아뿔싸 일어나야지 아침인데
눈 감았다 뜨니 해가 중천인데
아침밥은 Pass 10분 더 자야 돼 Oh
Take-out coffee로 (아메 아메 아메 아메)
Story 속에 (친구들은 다 왜)
잘나 보여 (왜 나 나 나만 왜)
또 또 또 또 왜 아등바등 또 왜
이리저리 치여 왜 (I9 I9 I9 I9)
우린 다 이어폰 꽂은 Zombie
필요해 모두 다 텐션 Up pumpin’
힘을 좀 내어보자
우린 여러분의 부석순
반복되는 하루에
시작이 되는 이 노래
네 옆에서 불러주겠어
힘내야지 뭐 어쩌겠어
파이팅 해야지 파이팅 해야지
Don’t give it up Never give it up yeah
파이팅 해야지 파이팅 해야지
우린 부석순
Ah 파이팅 해야지
Story 속에 (친구들은 다 왜)
잘나 보여 (왜 나 나 나만 왜)
또 또 또 또 왜 아등바등 또 왜
이리저리 치여 왜 (I9 I9 I9 I9)
우린 다 이어폰 꽂은 Zombie
필요해 모두 다 텐션 Up pumpin’
힘을 좀 내어보자
우린 여러분의 부석순
반복되는 하루에
시작이 되는 이 노래
네 옆에서 불러주겠어
힘내야지 뭐 어쩌겠어
파이팅 해야지 파이팅 해야지
Don’t give it up Never give it up yeah
파이팅 해야지 파이팅 해야지
Okay 모닝커피는 디카페인
일찍 일어나니 기분 뭣 같지
철없이 부재중 전화 제끼고
Dance with ma laziness
굽은 등, 팔, 다리 전부 다 펴니
Ooh I feel like I’m seventeen
일원도 보탬 안 되는
불행과 같이 살기에는 내 시간이 너무 아깝지 Man
힘을 내 힘을 내 힘을 내 힘을 내
힘을 내 힘을 내 힘을 내 힘을 내
Y’all don’t deserve it
Unfortune is unnecessary
알다시피 인생은
원래 거지 같아
그러니 조금만 힘을 내
구겨진 인생을
연주하는 우린 비운의 베토벤
차분히 다음 악장을 연주해
We got plenty more pages left to play
올라갔다 내려가는 주식같이
알다가도 모르겠는 인생 뭣 같지
한 템포 쉬고 물 한 모금 마시기
자 여기 있어 비타민 A B C
반복되는 하루에
시작이 되는 이 노래
네 옆에서 불러주겠어
힘내야지 뭐 어쩌겠어
파이팅 해야지 파이팅 해야지
Don’t give it up Never give it up yeah
파이팅 해야지 파이팅 해야지
우린 부석순
Ah 파이팅 해야지
Ah 파이팅 해야지",부석순 1st Single Album 'SECOND WIND',댄스
오빠 나 믿지?,걸크러쉬 (GIRL CRUSH),36109039,2023.02.05,195,"오빠 쫌만 더 놀게
오빠 오빠는 나 믿지
오빠 쫌만 더 놀게
오빠 오빠는 나 믿지
Let me be free baby
나를 좀 놔주세요
Oh set me free baby
하루만 봐주세요
You did it like this, too
오늘만 봐주세요
You did it like this, too
나 나 너무 재밌어요
(reload)
영혼까지 끌어 (hey)
모아 모아 모아 (hey)
Lovely Lovely
One shot One kill
Aim for the heart
콧소리 준비
코가 빠지게
코가 빠지게
거짓말하고 게임 한 거
속아 줬잖아요
나 몰래 현질 한 거
눈 감아 줬잖아요
You did it like this, too
오늘만 봐주세요
You did it like this, too
나 나 너무 재밌어요
(reload)
뒤로 돌아 (hey)
twerk twerk twerk (hey)
Lovely Lovely
One shot One kill
Aim for the heart
콧소리 준비
코가 빠지게
코가 빠지게
나는 놀면 안돼 어? 나는 놀면 안돼 어?
논다고 내가 뭐 닳기나 해
Face time 걸지마 제발
나는 놀면 안돼 어? 나는 놀면 안돼 어?
논다고 내가 뭐 닳기나 해
태리 언니네서 자고 갈게
What?
코가 빠지게
코가 빠지게",오빠 나 믿지?,댄스
무덤덤(Numb),미연 ((여자)아이들),36108974,2023.02.04,1891,"깊게 빠진 heart
알림 없는 이별
모든 게 부질없는듯해
I don’t want no drama
내 안의 목소리
무시한 채로 묻어 두고 싶어
Me, myself and I
그것 말고 다 필요 없어
나를 무르게 만드는 love
언젠간 내 전부를 망가뜨릴게 뻔해
타버릴듯한 불이 날 삼켜도
아무 감각 없어 I feel Numb
얼어버릴 듯한 외로움이 불어도
아무 느낌 없어 I feel Numb
All day 무덤덤덤
I’m feelin’ Numb
이미 내 심장은 멈춰있는데
All day 무덤덤덤
I’m feelin’ Numb
굳어진 표정도 바꾸지 못해
다들 걸리나 봐
이름 모를 병
몸은 멀쩡해도 시들해
I don’t want no trauma
남겨진 후유증
상상만 해도 싫은데 hah
Me, myself and I
그것 말고 다 필요 없어
나를 무르게 만드는 love
언젠간 내 전부를 망가뜨릴게 뻔해
타버릴듯한 불이 날 삼켜도
아무 감각 없어 I feel Numb
얼어버릴 듯한 외로움이 불어도
아무 느낌 없어 I feel Numb
All day 무덤덤덤
I’m feelin’ Numb
이미 내 심장은 멈춰있는데
All day 무덤덤덤
I’m feelin’ Numb
굳어진 표정도 바꾸지 못해
I don’t trust nothin’ else
보이는 것 말곤
아무것도 신경 쓰지 않을래
근데 왠지 모를 호기심이라는 게
맘의 문을 두드려
타버릴듯한 불이 날 삼켜도
아무 감각 없어 I feel Numb
얼어버릴 듯한 외로움이 불어도
아무 느낌 없어 I feel Numb
All day 무덤덤덤
I’m feelin’ Numb
이미 내 심장은 멈춰있는데
All day 무덤덤덤
I’m feelin’ Numb
굳어진 표정도 바꾸지 못해",에버소울 OST (Cover),"댄스, 게임"
삼각관계+1,Danny K,36103066,2023.02.03,1,"지금부터 우리 애길 들어봐
지금부터 우리 애길 들어봐
들어봐 잘 들어봐 잘 one two three four
우리 친구 세 명이서 떠나간 여행
바닷가 뜨겁게 내리쬐는 태양
그 곳에 눈부시게 웃고있던 그녀
그녀를 알게된 건 행운이었지
그녀는 혼자서 여행을 왔고
무슨 사정인지 대답이 없고
우린 아무것도 묻지 않았고
우리 네 명이서 많이 즐거웠었고
이 곳 저 곳 구경 많이도 하고
둘이 셋이 넷이 사진도 찍고
이런 저런 추억 많이 만들고
집으로 돌아오게 됬는데
그녀가 머리 속에 지워지질 않아
자꾸 자꾸 머리 속에 떠오르는 그녀
우리 셋은 다시 연락 하기로 맘 먹었고
그 미소는 너무 아름다웠어
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
아름다운 그녀 모습에
우리 가슴은 멈추고 모두 맘 속에
큰 사랑을 키운거야
모두 따로 그녈 만나서
사랑을 고백해 버렸고
우리 서로가 그 사실을 숨긴거야
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
우리 모여 포장 마차에 앉아
밤늦도록 한 잔 기울이고 두 잔
어색한 시간은 흐르고 흘러
내가 먼저 친구에게 내 맘 털어놨다
그녀에게 며칠 전에 고백을 했다
좋아한다고 널 사랑한다고 널
니네들도 맘 속으로 좋아한 걸 알지만
미안하다 너무 좋아 어쩔 수가 없었다
아 이상하다 나도 고백했다
좋아한다고 널 사랑한다고 널
그녀도 내 고백을 받아 주었고
니네한테 말 못하고 맘 졸이고 있었다
그 때까지 듣고 있던 마지막 친구
황당한 표정으로 씁쓸한 웃음으로
나도 어제 그녀에게 고백을 했다
이게 뭐야 그녀 정말 이상하다 이상해
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
아름다운 그녀 행동에
우린 할 말을 잊었고 우리 맘 속에
큰 상처를 남긴거야
그 이후로 그녈 봤다는
내 친구는 없었고 그녀는 완전히
우리들을 놀린거야
아름다운 그녀 행동에
우린 할 말을 잊었고 우리 맘 속에
큰 상처를 남긴거야
그 이후로 그녈 봤다는
내 친구는 없었고 우린 충격에
이 눈물만 흘린거야
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야
너와 나와 우린 삼각관계야
나까지 쳐서 우린 사각관계야",삼각관계+1,댄스
전력!하트♡렌즈,S2KIDA(스키다),36101113,2023.02.02,64,"요즘따라 좀 이상해!
좋아하는 사람 생긴 거니
설마 내가 널 모를거라
생각하는 건 아니지
기다리기만 해서는 달라지는 건 없어
좋아한다면 용기를 내 맺어질 수 있게!
전력! 하트♡렌즈 Hey Get you closer
네 마음을 새길거야
내 특별한 사진에 담겨진
네 사랑을 응원해
두근 또 두근 마음이 떨려와
자꾸 또 자꾸 커지는 내 마음
사실은 나 너를 좋아해
전하진 못할 이야기
그래도 언젠가 너에게 닿기를 바라
매일 밤 하늘에다가 내 소원을 빌었어
너의 청춘 영화 속의 히로인은 나이길
전력! 하트♡렌즈 Hey Get me closer
내 마음도 새겨봤어
내 특별한 사진에 담겨진
이 사랑은 네 거야
숨길 수 없어 닿고 싶은 마음
멈출 수 없어 널 만나고 싶어
저 있잖아 언젠가 시간이 흘러서
그때 내 말의 의미를 깨닫게 되면
늦게라도 좋으니 내게 달려와줘
난 언제까지나 기다릴 거니까
전력! 하트♡렌즈 Hey Get you closer
네 마음을 새길거야
내 특별한 사진에 담겨진
네 사랑을 응원해
전력! 하트♡렌즈 Hey Get me closer
내 마음은 지지 않으니까
알 수 있어 나 언젠가는
내 사랑이 이길 거야
두근 또 두근 닿고 싶은 마음
멈출 수 없어 커지는 내 마음",전력!하트♡렌즈,댄스
행운 데이,백대표,36097233,2023.02.02,2,,행운 데이,댄스
세상을 바라보다,세둥이,36094522,2023.02.02,2,,세상을 바라보다,댄스
OMG,Previous(프리비어스),36094069,2023.02.01,20,"Oh My God !
호흡이 가빠져 숨이 차
폭풍전야
DARA DURU DURU DU
나는 손오공 구름위를 부릉
근둔 풀튜닝 풀악셀로 Vroom
스피커 볼륨은 0,
Mute에서 Max로 올라가는중
데려올게 폭풍
Oh My God !
저 하늘에 대고 Zoom
우린 신나게 춰야겠어 춤
심호흡 해 들이마셔 숨
떨어져야겠어 Go to the moon
Ok ok I got it 보여주지 기꺼이
Always awake 어제 또 내일
(널 데려갈거야) Take my hand
경험해 본 적 없는 경험
아무도 가본 적 없는 곳으로
더 가까이 (나를 믿어줘)
이 모든건 널 위한 쇼맨쉽
너의 웃음을 볼수 있다면
I’ll give you everything
Oh My God !
호흡이 가빠져 숨이 차
폭풍전야
Oh My God !
조금씩 바람이 불어와
나비효과
fly high
DARA DARA DURU DA
Come on, Yeah
룸넘버는 아폴로 11호
도착지의 좌표는 I don't know
좀 더 위험한 곳을 갈거야
너가 나만 의지할수 있게요 진심으로
Wow 너무 Wow 뭐라 하지마
Wow 너도 Wow 즐기고 있잖아
그 얼굴에 다 티나 그러면 또 내가 Wait
Ok ok I got it 보여주지 기꺼이
Always awake 어제 또 내일
(널 데려갈거야) Take my hand
경험해 본 적 없는 경험
아무도 가본 적 없는 곳으로
더 가까이 (나를 믿어줘)
이 모든건 널 위한 쇼맨쉽
너의 웃음을 볼수 있다면
I’ll give you everything
Oh My God !
호흡이 가빠져 숨이 차
폭풍전야
Oh My God !
조금씩 바람이 불어와
나비효과
Fly high
Oh My God
Oh My God
Oh My God
Oh My God
어제꿈에서나 본 듯
아마도 Dejavu
닿을 듯이 가까운
너의 앞에서 난
Oh my god !
호흡이 가빠져 숨이 차
폭풍전야
Oh My God !
조금씩 바람이 불어와
나비효과
이건 어때 (woh)
말해봐 (woh)
I love it that you love it",OMG,댄스
썸인건가 (Feat. PD블루),윤혜선,36096618,2023.02.01,3,"부드럽게 나를 바라보네요
너무나도 행복한 일이죠
그대는 그대는 나만의 나만의
사랑스러운 사람이죠
너무나도 설레이는 일이죠
이렇게나 좋아하는걸요
아무도 모르게 나만의 사랑이
너는 볼수록 아름다워
너는 볼수록 빠져들어
오늘도 난 그대 생각에 하루를 보내고
예쁜 미소에 가슴이 설레고
심장이 두근거리고 떨리는걸
너도 알고있니
오늘도난 그대 생각에 하루를 채우고
그대와 함께 한 모든 순간들이
온통 그대와 나였으면 좋겠어
부드럽게 나를 바라보네요
너무나도 행복한 일이죠
그대는 그대는 나만의 나만의
사랑스러운 사람이죠
너무나도 설레이는 일이죠
이렇게나 좋아하는걸요
아무도 모르게 나만의 사랑이
너는 볼수록 아름다워
너는 볼수록 빠져들어
오늘도 난 그대 생각에 하루를 보내고
예쁜 미소에 가슴이 설레고
심장이 두근거리고 떨리는걸
너도 알고있니
오늘도 난 그대 생각에 하루를 채우고
그대와 함께한 모든 순간들이
온통 그대와 나였으면 좋겠어
점점 그리워 지는건 아닌건지
이렇게 너를 사랑할게
오늘도난 그대 생각에 하루를 보내고
예쁜 미소에 가슴이 설레고
심장이 두근거리고 떨리는걸
너도 알고있니
오늘도 난 그대 생각에 하루를 채우고
그대와 함께한 모든 순간들이
온통 그대와 나였으면 좋겠어",Best+1 Is it something,댄스
Mr.Prey,Carnival Swing,36096526,2023.02.01,12,"It’s time to leave, good boy
The prey, I’m gonna make it hot
Oh my prey, don’t be scared
Everything’s under your control
Oh Shut your mouth up and
put your damn tongue out
Wake it up the devil in you
Nobody no need to say something
No way out to go somewhere
Aim to me, Aim to me
Don’t you wanna take it
something you can control
It is the timing
You’re my dining
I’m gonna bite you at just one chance
You’re my fine dining
I never forget. poor thing
It is no use to pray
Don’t miss the timing
You are so tiny
No matter what you tell me you’re late
It’s not a cat calling
No backing away, save it
It’s so late to escape
Your screaming’s falling on my mind
Oh Shut your mouth up and
put your damn tongue out
Wake it up the devil in you
Nobody (Oh Nobody come in)
No need (No need to rush)
No way out to go somewhere
Aim to me, Aim to me
Don’t you wanna take it
something you can control
It is the timing
You’re my dining
I’m gonna bite you at just one chance
You’re my fine dining
I never forget, poor thing
It is no use to pray
Don’t miss the timing
You are so tiny
No matter what you tell me you’re late
It’s not a cat calling
No backing away, save it
It’s so late to escape
That’s what I wanna say
There is no option
I bet you boy
You’re so greedy
Deserve it now
You lose yourself
It is the timing
You’re my dining
I love the screaming
Don’t stop the screaming
You’re my, You’re my dining, prey
It is the timing
You’re my dining
I’m gonna bite you at just one chance
You’re my fine dining
I never forget, poor thing
It is no use to pray
Don’t miss the timing
You are so tiny
No matter what you tell me you’re late
It’s not a cat calling
No backing away, save it
It’s so late to escape
That’s what I wanna say",Mr.Prey,댄스
